,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,basement,yr_built,sqft_living15,yr_sold,zip_98008_98028,zip_98028_98038,zip_98038_98053,zip_98053_98065,zip_98065_98103,zip_98103_98115,zip_98115_98125,zip_98125_98155,zip_98155_98200
1055,379000.0,0.3333333333333333,0.09090909090909091,0.35279452678970064,0.8286771649724727,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1963,0.34410020304274697,2015,0,1,0,0,0,0,0,0,0
1056,699000.0,0.3333333333333333,0.36363636363636365,0.542280253958598,0.6477651383536707,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1952,0.4838772934912587,2014,0,0,0,0,0,0,0,0,1
1057,528000.0,0.6666666666666666,0.5454545454545454,0.6089234691708801,0.7582294709769449,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1960,0.6206780769777347,2014,0,0,0,0,0,0,1,0,0
1058,425000.0,0.3333333333333333,0.36363636363636365,0.5084633384681048,0.8043113107030774,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1974,0.7155249836306211,2015,0,0,0,1,0,0,0,0,0
1059,249500.0,0.0,0.36363636363636365,0.48899802785343993,0.7795605612083841,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1963,0.3824176323172857,2014,0,0,1,0,0,0,0,0,0
1061,790000.0,0.6666666666666666,0.7272727272727273,0.8058067960953756,0.8681846961651656,0.0,0.0,0.75,0.6666666666666666,1.0,1.0,1961,0.8497518878007014,2014,0,0,0,0,0,0,0,1,0
1062,399950.0,0.3333333333333333,0.09090909090909091,0.2975930436531618,0.9837241077733899,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1969,0.586237382742873,2014,1,0,0,0,0,0,0,0,0
1063,275000.0,0.3333333333333333,0.2727272727272727,0.45828915348715166,0.7907214449778524,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1953,0.6356647788724443,2014,0,0,0,0,0,0,0,1,0
1064,550000.0,0.3333333333333333,0.09090909090909091,0.4955716577577002,0.43547479360441005,0.32365668390976515,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1912,0.6267205466917338,2015,0,0,0,0,0,1,0,0,0
1066,250000.0,0.3333333333333333,0.09090909090909091,0.37409830383475207,0.6895934706430318,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1954,0.5894565682776529,2014,0,0,0,0,0,1,0,0,0
1067,318000.0,0.3333333333333333,0.5454545454545454,0.45828915348715166,0.7879030160923898,0.5532947556651122,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1988,0.6756284921464959,2014,0,0,0,0,0,0,0,0,1
1069,470500.0,1.0,0.6363636363636364,0.7425217054488576,0.7982601445553766,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1966,0.686546040239305,2015,0,0,0,0,0,0,0,0,0
1070,360000.0,0.3333333333333333,0.09090909090909091,0.3119796104396125,0.7969977566890738,0.32365668390976515,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1954,0.45203982666935644,2014,0,0,0,0,0,0,1,0,0
1072,986000.0,0.3333333333333333,0.6363636363636364,0.7181084986149459,0.9516727649450024,0.0,0.0,0.5,0.6666666666666666,1.0,1.0,1964,0.8011454525676653,2015,0,0,0,0,0,0,0,1,0
1073,515000.0,0.0,0.09090909090909091,0.31668392814518265,0.5811967682997116,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1906,0.30299367568639546,2015,0,0,0,0,0,1,0,0,0
1075,310000.0,0.6666666666666666,0.8181818181818182,0.634250484661041,0.7374075057154638,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1951,0.48773372848394314,2015,0,0,0,0,0,0,0,0,1
1076,356700.0,0.0,0.09090909090909091,0.33053510998001134,0.6277081518494172,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1942,0.2643956576140493,2014,0,0,0,0,0,0,0,1,0
1077,775000.0,0.6666666666666666,0.36363636363636365,0.7054362748181436,0.6588903318711606,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1956,0.6145702820011583,2015,0,0,0,0,0,0,0,0,1
1078,325000.0,0.3333333333333333,0.09090909090909091,0.30723027465591046,0.7416694220124472,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1951,0.34410020304274697,2015,0,0,0,0,0,0,0,1,0
1079,208000.0,0.6666666666666666,0.7272727272727273,0.5822341465421751,0.7805852352298573,0.32365668390976515,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1962,0.582999749052766,2014,0,0,0,0,0,0,0,0,1
1080,825000.0,0.0,0.09090909090909091,0.35712906789649995,0.8878620329008459,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,1908,0.7740218984720537,2014,0,0,0,0,0,0,0,0,1
1081,515000.0,0.3333333333333333,0.6363636363636364,0.7139202728989541,0.852705353929858,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,1990,0.7623244716553864,2014,0,0,0,0,0,0,0,0,0
1082,490000.0,0.3333333333333333,0.2727272727272727,0.624274233141165,0.5207507899573898,0.32365668390976515,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1929,0.6444696147344086,2015,0,0,0,0,0,0,1,0,0
1084,360000.0,0.6666666666666666,0.6363636363636364,0.6512404694361043,0.5713147771248,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1962,0.4354219953428755,2014,0,0,0,0,0,0,0,1,0
1086,225000.0,0.3333333333333333,0.2727272727272727,0.4440061015205622,0.7907214449778524,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1962,0.46016896738990476,2014,0,0,0,0,0,0,0,0,1
1087,500000.0,0.3333333333333333,0.7272727272727273,0.8965844847769308,0.8015986866570706,0.32365668390976515,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1967,0.7307267671050757,2015,0,0,0,1,0,0,0,0,0
1088,385000.0,0.6666666666666666,0.45454545454545453,0.5930827053014034,0.8634840054506857,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1969,0.6919267050313732,2015,0,0,0,1,0,0,0,0,0
1090,448000.0,0.3333333333333333,0.5454545454545454,0.4988261074653561,0.4911679594357481,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2003,0.5213059128893903,2015,0,0,1,0,0,0,0,0,0
1092,575000.0,0.6666666666666666,0.2727272727272727,0.8005362849495822,0.726515325087569,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1954,0.7257048181917052,2014,0,0,0,0,0,0,0,1,0
1093,430000.0,0.3333333333333333,0.36363636363636365,0.5822341465421751,0.7326614849380768,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1976,0.4838772934912587,2014,0,1,0,0,0,0,0,0,0
1094,435000.0,0.3333333333333333,0.6363636363636364,0.5084633384681048,0.5649200293377522,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2002,0.5356096017658649,2015,0,0,1,0,0,0,0,0,0
1095,241000.0,0.3333333333333333,0.09090909090909091,0.29270333117441416,0.8089377752172028,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1973,0.37307914643406315,2014,0,0,0,0,1,0,0,0,0
1096,453500.0,0.0,0.36363636363636365,0.28776496404124563,0.3381369201581524,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1924,0.694597941841164,2015,0,0,0,0,0,1,0,0,0
1097,285000.0,0.0,0.2727272727272727,0.28277696424620025,0.27068085800174796,0.8769514395748774,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2001,0.297638512058103,2015,0,0,0,0,0,0,0,1,0
1100,631000.0,1.0,0.45454545454545453,0.694623171674825,0.42415346197820547,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1905,0.42692611294585114,2014,0,0,0,0,0,0,1,0,0
1101,285000.0,0.0,0.6363636363636364,0.4476155850812756,0.20089665205928212,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,2011,0.5285030233747379,2014,0,0,0,0,0,0,0,1,0
1102,195000.0,0.3333333333333333,0.09090909090909091,0.40246612762438855,0.7708600641003058,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1959,0.34410020304274697,2015,1,0,0,0,0,0,0,0,0
1104,550000.0,0.3333333333333333,0.45454545454545453,0.5822341465421751,0.888945370655857,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1960,0.4953685140327081,2015,0,0,0,0,0,0,0,0,0
1106,609850.0,0.0,0.7272727272727273,0.6089234691708801,0.2684613661710952,0.8769514395748774,0.0,0.0,0.3333333333333333,1.0,0.0,2002,0.6356647788724443,2014,0,0,0,0,0,0,1,0,0
1107,200000.0,0.3333333333333333,0.09090909090909091,0.3905064693513191,0.5909921138604802,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1947,0.5084860476702538,2015,0,0,0,0,0,1,0,0,0
1108,367000.0,0.6666666666666666,0.6363636363636364,0.826346353454179,0.6882144706903195,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,0.0,2006,0.8831682841084365,2015,0,1,0,0,0,0,0,0,0
1109,285167.0,0.3333333333333333,0.5454545454545454,0.6790777728096175,0.7707607383262004,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1988,0.7155249836306211,2014,0,0,0,0,1,0,0,0,0
1111,350900.0,0.6666666666666666,0.6363636363636364,0.7503996772392908,0.8893343386195247,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,0.0,1992,0.7670325450077446,2015,0,1,0,0,0,0,0,0,0
1112,660000.0,0.6666666666666666,0.9090909090909091,0.8379465897668021,0.7990088467881633,0.5532947556651122,0.0,0.0,1.0,0.6666666666666666,0.0,1988,0.7551879700348476,2014,0,1,0,0,0,0,0,0,0
1113,525000.0,0.3333333333333333,0.36363636363636365,0.4955716577577002,0.7855898011108556,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1957,0.5894565682776529,2014,0,0,0,0,0,0,0,0,0
1114,262000.0,0.6666666666666666,0.6363636363636364,0.5084633384681048,0.7510346994896603,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1997,0.35392593822979923,2015,0,0,0,0,0,0,0,0,1
1115,690000.0,0.0,0.09090909090909091,0.27264800447834286,0.6021614399401921,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1907,0.49914756178703135,2014,0,0,0,0,1,0,0,0,0
1117,353000.0,0.3333333333333333,0.09090909090909091,0.43670741407021646,0.7488931126884907,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1947,0.3391225009503071,2014,0,0,0,0,0,0,1,0,0
1118,552500.0,0.6666666666666666,1.0,0.938432446919161,0.8308187517736423,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,2002,0.5764682828656542,2015,0,0,0,1,0,0,0,0,0
1119,224500.0,0.6666666666666666,0.09090909090909091,0.4652794352715067,0.7700976558522065,0.32365668390976515,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1983,0.5176726815077367,2014,0,0,0,0,1,0,0,0,0
1120,239000.0,0.3333333333333333,0.09090909090909091,0.2570560896749574,0.7771764010403691,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1950,0.3239207174758526,2015,0,0,0,0,0,0,0,1,0
1123,505000.0,0.3333333333333333,0.09090909090909091,0.4476155850812756,0.565822833055802,0.32365668390976515,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1910,0.566527283874719,2015,0,0,0,0,0,1,0,0,0
1124,302000.0,0.6666666666666666,0.36363636363636365,0.636713525954608,0.7533362406041946,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1963,0.5529945282988193,2014,0,0,0,1,0,0,0,0,0
1125,170000.0,0.3333333333333333,0.09090909090909091,0.48233615867398516,0.6625832507854281,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1944,0.11502639221978024,2014,0,0,0,0,0,1,0,0,0
1127,272000.0,1.0,0.2727272727272727,0.7523497850607738,0.6918033159019994,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1959,0.45203982666935644,2014,0,0,0,1,0,0,0,0,0
1129,332500.0,0.3333333333333333,0.2727272727272727,0.48899802785343993,0.693208431574632,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1953,0.49914756178703135,2015,0,0,0,0,0,0,1,0,0
1130,515000.0,0.3333333333333333,0.6363636363636364,0.8330082226336333,0.7665902219514138,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1963,0.6728658189995136,2015,0,0,0,0,0,0,0,0,0
1131,269000.0,0.3333333333333333,0.09090909090909091,0.5481886785254116,0.5826361087510049,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1967,0.6083957338452319,2014,0,0,0,0,0,0,0,0,1
1133,303000.0,0.3333333333333333,0.6363636363636364,0.5084633384681048,0.5726709368571555,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1985,0.5564082277046108,2015,0,0,0,1,0,0,0,0,0
1135,400000.0,0.3333333333333333,0.09090909090909091,0.34842179540147505,0.5726709368571555,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1941,0.6021529572570299,2014,0,0,0,0,0,0,1,0,0
1136,225000.0,0.3333333333333333,0.09090909090909091,0.2975930436531618,0.7728062763864328,0.0,0.0,0.0,1.0,0.0,0.0,1987,0.4681827972553185,2015,1,0,0,0,0,0,0,0,0
1137,219000.0,0.0,0.45454545454545453,0.42177991883564,0.44096673767340805,0.5532947556651122,0.0,0.0,0.3333333333333333,0.0,0.0,2004,0.42262977640265964,2014,0,1,0,0,0,0,0,0,0
1138,605000.0,0.3333333333333333,0.6363636363636364,0.7562271626105334,0.8053363600713064,0.5532947556651122,0.0,0.75,0.3333333333333333,1.0,0.0,1989,0.7854820385275776,2014,1,0,0,0,0,0,0,0,0
1139,625000.0,0.6666666666666666,0.45454545454545453,0.636713525954608,0.7157033308178115,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,1942,0.3961421663170328,2014,0,0,0,0,0,1,0,0,0
1141,620000.0,0.6666666666666666,0.45454545454545453,0.5711431419309546,0.7474561451595433,0.32365668390976515,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1962,0.5731740138657132,2015,0,0,0,0,0,0,0,0,0
1144,252500.0,0.3333333333333333,0.45454545454545453,0.35712906789649995,0.6782721390168269,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1956,0.6559999237688179,2014,0,0,0,0,0,0,0,0,1
1145,510000.0,0.3333333333333333,0.6363636363636364,0.5957581931933346,0.5410353171110547,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1994,0.6145702820011583,2014,0,1,0,0,0,0,0,0,0
1146,510000.0,0.6666666666666666,0.6363636363636364,0.7284269950671863,0.6387453478419995,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2003,0.7307267671050757,2014,0,0,0,0,0,0,0,1,0
1147,725000.0,0.3333333333333333,0.6363636363636364,0.6166581992585366,0.565822833055802,0.32365668390976515,0.0,0.0,1.0,0.3333333333333333,0.0,1906,0.4760845419040617,2014,0,0,0,0,0,1,0,0,0
1148,492000.0,0.0,0.09090909090909091,0.22432103140200552,0.48325147979622096,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1927,0.44793096832027746,2015,0,0,0,0,1,0,0,0,0
1149,425000.0,0.6666666666666666,0.6363636363636364,0.614093326356092,0.917112489131648,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1977,0.48773372848394314,2015,0,0,0,0,1,0,0,0,0
1151,298900.0,0.3333333333333333,0.6363636363636364,0.5876880673828108,0.6856608552946959,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1994,0.6206780769777347,2015,0,0,0,0,1,0,0,0,0
1153,310000.0,0.0,0.09090909090909091,0.11074654662741819,0.4860387807718201,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1918,0.5213059128893903,2014,0,0,0,0,1,0,0,0,0
1154,350000.0,0.3333333333333333,0.36363636363636365,0.29270333117441416,0.7774674636306326,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1961,0.49914756178703135,2014,0,1,0,0,0,0,0,0,0
1155,790000.0,0.6666666666666666,0.36363636363636365,0.7345166641315128,0.8216281092679818,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1961,0.7406386973541269,2014,0,0,0,0,0,0,0,0,1
1156,305000.0,0.6666666666666666,0.6363636363636364,0.6857997961376249,0.6277081518494172,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2003,0.7231770039846155,2014,0,1,0,0,0,0,0,0,0
1157,315000.0,0.3333333333333333,0.6363636363636364,0.5116346067790981,0.47326922594538096,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2003,0.5391296476251985,2014,0,0,0,0,0,0,1,0,0
1158,267500.0,1.0,1.0,0.7201894316510716,0.7047049031577992,0.5532947556651122,0.0,0.0,1.0,0.3333333333333333,0.0,1977,0.34410020304274697,2014,0,0,1,0,0,0,0,0,0
1163,439995.0,0.3333333333333333,0.36363636363636365,0.5116346067790981,0.7715873681859813,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1959,0.6206780769777347,2014,0,0,0,0,0,0,0,1,0
1164,460000.0,0.3333333333333333,0.8181818181818182,0.4955716577577002,0.7401574578104421,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1967,0.6838363682211922,2015,0,1,0,0,0,0,0,0,0
1165,194000.0,0.3333333333333333,0.09090909090909091,0.32134407320135105,0.6978988164935055,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1971,0.36835137380058663,2014,1,0,0,0,0,0,0,0,0
1167,274700.0,0.6666666666666666,0.45454545454545453,0.7304651983508104,0.8086201784682192,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1963,0.44793096832027746,2014,0,1,0,0,0,0,0,0,0
1168,900000.0,0.6666666666666666,0.6363636363636364,0.7733099817514847,0.5420947120082283,0.5532947556651122,0.0,0.0,1.0,0.6666666666666666,1.0,1910,0.5029014994041133,2015,0,0,0,0,0,1,0,0,0
1170,605000.0,0.3333333333333333,0.6363636363636364,0.634250484661041,0.5417168210754821,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,0.0,2008,0.752788962044702,2014,1,0,0,0,0,0,0,0,0
1171,359000.0,0.3333333333333333,0.6363636363636364,0.4721726266653681,0.5552227869145364,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2004,0.6531393326813497,2015,0,0,0,1,0,0,0,0,0
1172,850000.0,0.3333333333333333,0.36363636363636365,0.45475674140761196,0.8171542091188241,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1951,0.6052829682145945,2014,0,0,0,0,0,0,0,0,0
1173,505000.0,0.3333333333333333,0.45454545454545453,0.48899802785343993,0.43547479360441005,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2002,0.5176726815077367,2014,0,0,0,0,0,1,0,0,0
1174,565000.0,0.3333333333333333,0.6363636363636364,0.7425217054488576,0.7362098396700423,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,0.0,1990,0.8497518878007014,2014,0,0,0,0,1,0,0,0,0
1175,585000.0,0.0,0.36363636363636365,0.41028206556660307,0.725347600782888,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1955,0.5176726815077367,2015,0,0,0,0,0,0,1,0,0
1176,328000.0,0.6666666666666666,0.9090909090909091,0.8921988733056054,0.7401574578104421,0.5532947556651122,0.0,0.75,0.3333333333333333,0.3333333333333333,1.0,1990,0.6386149972358635,2015,0,0,0,0,0,0,0,0,1
1178,826000.0,0.6666666666666666,0.6363636363636364,0.8428363022455494,0.726515325087569,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,0.0,2006,0.9342321635499952,2014,1,0,0,0,0,0,0,0,0
1182,902000.0,0.6666666666666666,0.5454545454545454,0.7484418766648718,0.7968169455693584,0.0,0.0,0.0,1.0,1.0,1.0,1976,0.896373421913522,2014,0,0,0,0,0,0,0,0,0
1183,423000.0,0.3333333333333333,0.09090909090909091,0.5876880673828108,0.9112686725951044,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1951,0.6145702820011583,2014,0,0,0,0,0,0,0,1,0
1184,235000.0,0.3333333333333333,0.09090909090909091,0.3656862075001052,0.8488841023387912,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1968,0.6838363682211922,2014,0,0,0,1,0,0,0,0,0
1186,343000.0,0.0,0.09090909090909091,0.3905064693513191,0.7423673030694097,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1961,0.40511006147999956,2014,0,0,0,0,0,0,0,1,0
1187,334950.0,0.3333333333333333,0.6363636363636364,0.5271939312549921,0.47949095963539484,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2002,0.632699073727517,2015,0,0,0,1,0,0,0,0,0
1188,405000.0,0.3333333333333333,0.36363636363636365,0.5683312261821993,0.6467312728035871,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1956,0.599005508822565,2014,0,0,0,0,0,0,1,0,0
1189,220000.0,0.6666666666666666,0.09090909090909091,0.4687379984107978,0.7665902219514138,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1959,0.4760845419040617,2014,0,0,0,0,0,0,0,0,1
1190,173000.0,0.0,0.09090909090909091,0.5626591438501442,0.7615013798612806,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1947,0.24701073108109498,2014,0,0,0,0,0,0,0,0,1
1191,655000.0,0.3333333333333333,0.09090909090909091,0.406389482459097,0.5366027679392303,0.32365668390976515,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1906,0.5731740138657132,2014,0,0,0,0,0,0,1,0,0
1192,406000.0,0.0,0.09090909090909091,0.22432103140200552,0.4860387807718201,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1924,0.20423616137701475,2015,0,0,0,0,0,1,0,0,0
1194,357000.0,1.0,0.7272727272727273,0.50205935539579,0.565822833055802,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1990,0.546104619338065,2014,0,0,0,0,0,1,0,0,0
1195,361000.0,0.3333333333333333,0.36363636363636365,0.35712906789649995,0.9764858486055586,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1964,0.37307914643406315,2014,1,0,0,0,0,0,0,0,0
1196,277000.0,0.0,0.09090909090909091,0.15804916061559623,0.7631740258963177,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1948,0.35392593822979923,2014,0,0,0,0,0,0,0,1,0
1198,254000.0,0.3333333333333333,0.6363636363636364,0.5930827053014034,0.6044026582458674,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2003,0.7180871899848422,2014,0,0,1,0,0,0,0,0,0
1199,472800.0,0.3333333333333333,0.5454545454545454,0.5903927160492751,0.7715873681859813,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1961,0.6919267050313732,2014,0,0,0,0,0,0,0,0,0
1200,263000.0,0.3333333333333333,0.36363636363636365,0.4856782709804783,0.5515974527727818,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1913,0.7103654451887614,2014,0,0,0,0,0,0,1,0,0
1202,179950.0,0.3333333333333333,0.09090909090909091,0.2675049345986035,0.8233866986548958,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1952,0.3961421663170328,2014,0,0,0,0,0,0,0,0,0
1203,525000.0,0.6666666666666666,0.5454545454545454,0.5147857399174813,0.7329272943359061,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1973,0.6672996110905552,2014,1,0,0,0,0,0,0,0,0
1204,479000.0,0.3333333333333333,0.6363636363636364,0.40246612762438855,0.14872552748633208,0.8769514395748774,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2008,0.4354219953428755,2014,0,0,0,0,0,1,0,0,0
1205,651000.0,0.3333333333333333,0.45454545454545453,0.6166581992585366,0.6978988164935055,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,1940,0.5797434545467238,2014,0,0,0,0,0,0,1,0,0
1206,949000.0,0.6666666666666666,0.36363636363636365,0.7405325172067059,0.7522409646418988,0.0,0.0,0.75,0.6666666666666666,0.6666666666666666,1.0,1958,0.9289766323234718,2014,0,1,0,0,0,0,0,0,0
1208,585000.0,0.6666666666666666,0.36363636363636365,0.5683312261821993,0.6467830577188033,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,1950,0.5631743628599033,2014,0,0,0,0,0,1,0,0,0
1210,470000.0,0.3333333333333333,0.09090909090909091,0.3656862075001052,0.5922555971967743,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1951,0.3916042661547685,2014,0,0,0,0,0,0,0,0,1
1211,245000.0,0.3333333333333333,0.6363636363636364,0.5210286121940212,0.5840030910668287,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2003,0.5066306583745488,2015,0,1,0,0,0,0,0,0,0
1213,455000.0,0.3333333333333333,0.6363636363636364,0.6536208183732964,0.7798170848595868,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1989,0.686546040239305,2014,1,0,0,0,0,0,0,0,0
1214,485500.0,0.6666666666666666,0.6363636363636364,0.7054362748181436,0.5640142771285164,0.5532947556651122,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1999,0.8142340425574282,2015,0,0,0,1,0,0,0,0,0
1216,100000.0,0.0,0.09090909090909091,0.15804916061559623,0.9724987893427551,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1978,0.491564017953668,2014,0,0,0,0,0,0,0,0,0
1219,330000.0,0.6666666666666666,0.6363636363636364,0.6745453047602051,0.7292210452087389,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1972,0.6811136374923231,2015,1,0,0,0,0,0,0,0,0
1220,130000.0,0.3333333333333333,0.09090909090909091,0.3395590277059856,0.7408960311168135,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1960,0.4760845419040617,2015,0,1,0,0,0,0,0,0,0
1221,320000.0,0.3333333333333333,0.6363636363636364,0.696804721569894,0.7370711845782825,0.5532947556651122,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1998,0.7575768341977042,2014,0,0,0,0,0,0,0,0,0
1222,735000.0,0.6666666666666666,0.6363636363636364,0.8022993482673451,0.6864698032069952,0.5532947556651122,0.0,0.0,0.3333333333333333,1.0,1.0,2013,0.45611901791244686,2014,0,0,0,0,0,0,1,0,0
1223,365000.0,0.6666666666666666,0.6363636363636364,0.5116346067790981,0.8086201784682192,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1972,0.4354219953428755,2015,0,0,0,0,0,0,0,1,0
1224,234000.0,0.3333333333333333,0.2727272727272727,0.3782514812260217,0.8689991875365922,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1968,0.43962250192522806,2015,0,0,1,0,0,0,0,0,0
1225,211000.0,0.6666666666666666,0.45454545454545453,0.5540275906018944,0.7678647067533055,0.32365668390976515,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1970,0.5731740138657132,2014,0,1,0,0,0,0,0,0,0
